"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieTitleComparatorEqual record1Value","[0] MovieTitleComparatorEqual record2Value","[0] MovieTitleComparatorEqual record1PreprocessedValue","[0] MovieTitleComparatorEqual record2PreprocessedValue","[0] MovieTitleComparatorEqual similarity","[0] MovieTitleComparatorEqual postproccesedSimilarity","[1] MovieDateComparator2Years record1Value","[1] MovieDateComparator2Years record2Value","[1] MovieDateComparator2Years record1PreprocessedValue","[1] MovieDateComparator2Years record2PreprocessedValue","[1] MovieDateComparator2Years similarity","[1] MovieDateComparator2Years postproccesedSimilarity","[2] MovieDateComparator10Years record1Value","[2] MovieDateComparator10Years record2Value","[2] MovieDateComparator10Years record1PreprocessedValue","[2] MovieDateComparator10Years record2PreprocessedValue","[2] MovieDateComparator10Years similarity","[2] MovieDateComparator10Years postproccesedSimilarity","[3] MovieDirectorComparatorJaccard record1Value","[3] MovieDirectorComparatorJaccard record2Value","[3] MovieDirectorComparatorJaccard record1PreprocessedValue","[3] MovieDirectorComparatorJaccard record2PreprocessedValue","[3] MovieDirectorComparatorJaccard similarity","[3] MovieDirectorComparatorJaccard postproccesedSimilarity","[4] MovieDirectorComparatorLevenshtein record1Value","[4] MovieDirectorComparatorLevenshtein record2Value","[4] MovieDirectorComparatorLevenshtein record1PreprocessedValue","[4] MovieDirectorComparatorLevenshtein record2PreprocessedValue","[4] MovieDirectorComparatorLevenshtein similarity","[4] MovieDirectorComparatorLevenshtein postproccesedSimilarity","[5] MovieDirectorComparatorLowerCaseJaccard record1Value","[5] MovieDirectorComparatorLowerCaseJaccard record2Value","[5] MovieDirectorComparatorLowerCaseJaccard record1PreprocessedValue","[5] MovieDirectorComparatorLowerCaseJaccard record2PreprocessedValue","[5] MovieDirectorComparatorLowerCaseJaccard similarity","[5] MovieDirectorComparatorLowerCaseJaccard postproccesedSimilarity","[6] MovieTitleComparatorLevenshtein record1Value","[6] MovieTitleComparatorLevenshtein record2Value","[6] MovieTitleComparatorLevenshtein record1PreprocessedValue","[6] MovieTitleComparatorLevenshtein record2PreprocessedValue","[6] MovieTitleComparatorLevenshtein similarity","[6] MovieTitleComparatorLevenshtein postproccesedSimilarity","[7] MovieTitleComparatorJaccard record1Value","[7] MovieTitleComparatorJaccard record2Value","[7] MovieTitleComparatorJaccard record1PreprocessedValue","[7] MovieTitleComparatorJaccard record2PreprocessedValue","[7] MovieTitleComparatorJaccard similarity","[7] MovieTitleComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","academy_awards_618","actors_47",,"0","Boys Don't Cry","A Touch of Class","Boys Don't Cry","A Touch of Class","0.0","0.0","1999-01-01T00:00","1974-01-01T00:00","1999-01-01T00:00","1974-01-01T00:00","0.0","0.0","1999-01-01T00:00","1974-01-01T00:00","1999-01-01T00:00","1974-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Boys Don't Cry","A Touch of Class","Boys Don't Cry","A Touch of Class","0.125","0.125","Boys Don't Cry","A Touch of Class","Boys Don't Cry","A Touch of Class","0.0","0.0"
"WekaMatchingRule","academy_awards_4444","actors_134",,"0","Dr. Jekyll and Mr. Hyde","The Color of Money","Dr. Jekyll and Mr. Hyde","The Color of Money","0.0","0.0","1931-01-01T00:00","1987-01-01T00:00","1931-01-01T00:00","1987-01-01T00:00","0.0","0.0","1931-01-01T00:00","1987-01-01T00:00","1931-01-01T00:00","1987-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Dr. Jekyll and Mr. Hyde","The Color of Money","Dr. Jekyll and Mr. Hyde","The Color of Money","0.21739130434782605","0.21739130434782605","Dr. Jekyll and Mr. Hyde","The Color of Money","Dr. Jekyll and Mr. Hyde","The Color of Money","0.0","0.0"
"WekaMatchingRule","academy_awards_3813","actors_93","0.998967458409235",,"Yankee Doodle Dandy","Yankee Doodle Dandy","Yankee Doodle Dandy","Yankee Doodle Dandy","1.0","1.0","1942-01-01T00:00","1943-01-01T00:00","1942-01-01T00:00","1943-01-01T00:00","0.5","0.5","1942-01-01T00:00","1943-01-01T00:00","1942-01-01T00:00","1943-01-01T00:00","0.9","0.9","Michael Curtiz",,"Michael Curtiz",,"0.0","0.0","Michael Curtiz",,"Michael Curtiz",,"0.0","0.0","Michael Curtiz",,"michael curtiz","","0.0","0.0","Yankee Doodle Dandy","Yankee Doodle Dandy","Yankee Doodle Dandy","Yankee Doodle Dandy","1.0","1.0","Yankee Doodle Dandy","Yankee Doodle Dandy","Yankee Doodle Dandy","Yankee Doodle Dandy","1.0","1.0"
"WekaMatchingRule","academy_awards_4270","actors_24",,"0","The Great Ziegfeld","A Streetcar Named Desire","The Great Ziegfeld","A Streetcar Named Desire","0.0","0.0","1936-01-01T00:00","1952-01-01T00:00","1936-01-01T00:00","1952-01-01T00:00","0.0","0.0","1936-01-01T00:00","1952-01-01T00:00","1936-01-01T00:00","1952-01-01T00:00","0.0","0.0","Robert Z. Leonard",,"Robert Z. Leonard",,"0.0","0.0","Robert Z. Leonard",,"Robert Z. Leonard",,"0.0","0.0","Robert Z. Leonard",,"robert z. leonard","","0.0","0.0","The Great Ziegfeld","A Streetcar Named Desire","The Great Ziegfeld","A Streetcar Named Desire","0.20833333333333337","0.20833333333333337","The Great Ziegfeld","A Streetcar Named Desire","The Great Ziegfeld","A Streetcar Named Desire","0.0","0.0"
"WekaMatchingRule","academy_awards_3933","actors_83","0.15987422092200293",,"Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","1.0","1.0","1941-01-01T00:00","1933-01-01T00:00","1941-01-01T00:00","1933-01-01T00:00","0.0","0.0","1941-01-01T00:00","1933-01-01T00:00","1941-01-01T00:00","1933-01-01T00:00","0.19999999999999996","0.19999999999999996","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","1.0","1.0","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde","1.0","1.0"
"WekaMatchingRule","academy_awards_2620","actors_47",,"0","Judgment at Nuremberg","A Touch of Class","Judgment at Nuremberg","A Touch of Class","0.0","0.0","1961-01-01T00:00","1974-01-01T00:00","1961-01-01T00:00","1974-01-01T00:00","0.0","0.0","1961-01-01T00:00","1974-01-01T00:00","1961-01-01T00:00","1974-01-01T00:00","0.0","0.0","Stanley Kramer",,"Stanley Kramer",,"0.0","0.0","Stanley Kramer",,"Stanley Kramer",,"0.0","0.0","Stanley Kramer",,"stanley kramer","","0.0","0.0","Judgment at Nuremberg","A Touch of Class","Judgment at Nuremberg","A Touch of Class","0.09523809523809523","0.09523809523809523","Judgment at Nuremberg","A Touch of Class","Judgment at Nuremberg","A Touch of Class","0.0","0.0"
"WekaMatchingRule","academy_awards_4399","actors_6","0.9965142339020397",,"Morning Glory","Morning Glory","Morning Glory","Morning Glory","1.0","1.0","1932-01-01T00:00","1934-01-01T00:00","1932-01-01T00:00","1934-01-01T00:00","0.0","0.0","1932-01-01T00:00","1934-01-01T00:00","1932-01-01T00:00","1934-01-01T00:00","0.8","0.8","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Morning Glory","Morning Glory","Morning Glory","Morning Glory","1.0","1.0","Morning Glory","Morning Glory","Morning Glory","Morning Glory","1.0","1.0"
"WekaMatchingRule","academy_awards_2040","actors_46","0.998967458409235",,"Cabaret","Cabaret","Cabaret","Cabaret","1.0","1.0","1972-01-01T00:00","1973-01-01T00:00","1972-01-01T00:00","1973-01-01T00:00","0.5","0.5","1972-01-01T00:00","1973-01-01T00:00","1972-01-01T00:00","1973-01-01T00:00","0.9","0.9","Bob Fosse",,"Bob Fosse",,"0.0","0.0","Bob Fosse",,"Bob Fosse",,"0.0","0.0","Bob Fosse",,"bob fosse","","0.0","0.0","Cabaret","Cabaret","Cabaret","Cabaret","1.0","1.0","Cabaret","Cabaret","Cabaret","Cabaret","1.0","1.0"
"WekaMatchingRule","academy_awards_2119","actors_143","2.3315280515132507E-8",,"Shaft","Shine","Shaft","Shine","0.0","0.0","1971-01-01T00:00","1997-01-01T00:00","1971-01-01T00:00","1997-01-01T00:00","0.0","0.0","1971-01-01T00:00","1997-01-01T00:00","1971-01-01T00:00","1997-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Shaft","Shine","Shaft","Shine","0.4","0.4","Shaft","Shine","Shaft","Shine","0.0","0.0"
"WekaMatchingRule","academy_awards_4140","actors_89","0.998967458409235",,"Boys Town","Boys Town","Boys Town","Boys Town","1.0","1.0","1938-01-01T00:00","1939-01-01T00:00","1938-01-01T00:00","1939-01-01T00:00","0.5","0.5","1938-01-01T00:00","1939-01-01T00:00","1938-01-01T00:00","1939-01-01T00:00","0.9","0.9","Norman Taurog",,"Norman Taurog",,"0.0","0.0","Norman Taurog",,"Norman Taurog",,"0.0","0.0","Norman Taurog",,"norman taurog","","0.0","0.0","Boys Town","Boys Town","Boys Town","Boys Town","1.0","1.0","Boys Town","Boys Town","Boys Town","Boys Town","1.0","1.0"
"WekaMatchingRule","academy_awards_2287","actors_118","0.998967458409235","1","In the Heat of the Night","In the Heat of the Night","In the Heat of the Night","In the Heat of the Night","1.0","1.0","1967-01-01T00:00","1968-01-01T00:00","1967-01-01T00:00","1968-01-01T00:00","0.5","0.5","1967-01-01T00:00","1968-01-01T00:00","1967-01-01T00:00","1968-01-01T00:00","0.9","0.9","Norman Jewison",,"Norman Jewison",,"0.0","0.0","Norman Jewison",,"Norman Jewison",,"0.0","0.0","Norman Jewison",,"norman jewison","","0.0","0.0","In the Heat of the Night","In the Heat of the Night","In the Heat of the Night","In the Heat of the Night","1.0","1.0","In the Heat of the Night","In the Heat of the Night","In the Heat of the Night","In the Heat of the Night","1.0","1.0"
"WekaMatchingRule","academy_awards_2040","actors_47",,"0","Cabaret","A Touch of Class","Cabaret","A Touch of Class","0.0","0.0","1972-01-01T00:00","1974-01-01T00:00","1972-01-01T00:00","1974-01-01T00:00","0.0","0.0","1972-01-01T00:00","1974-01-01T00:00","1972-01-01T00:00","1974-01-01T00:00","0.8","0.8","Bob Fosse",,"Bob Fosse",,"0.0","0.0","Bob Fosse",,"Bob Fosse",,"0.0","0.0","Bob Fosse",,"bob fosse","","0.0","0.0","Cabaret","A Touch of Class","Cabaret","A Touch of Class","0.0625","0.0625","Cabaret","A Touch of Class","Cabaret","A Touch of Class","0.0","0.0"
"WekaMatchingRule","academy_awards_120","actors_64","4.236124393092751E-9",,"Milk","Misery","Milk","Misery","0.0","0.0","2008-01-01T00:00","1991-01-01T00:00","2008-01-01T00:00","1991-01-01T00:00","0.0","0.0","2008-01-01T00:00","1991-01-01T00:00","2008-01-01T00:00","1991-01-01T00:00","0.0","0.0","Gus Van Sant",,"Gus Van Sant",,"0.0","0.0","Gus Van Sant",,"Gus Van Sant",,"0.0","0.0","Gus Van Sant",,"gus van sant","","0.0","0.0","Milk","Misery","Milk","Misery","0.33333333333333337","0.33333333333333337","Milk","Misery","Milk","Misery","0.0","0.0"
"WekaMatchingRule","academy_awards_781","actors_70","0.998967458409235","1","Fargo","Fargo","Fargo","Fargo","1.0","1.0","1996-01-01T00:00","1997-01-01T00:00","1996-01-01T00:00","1997-01-01T00:00","0.5","0.5","1996-01-01T00:00","1997-01-01T00:00","1996-01-01T00:00","1997-01-01T00:00","0.9","0.9","Joel Coen",,"Joel Coen",,"0.0","0.0","Joel Coen",,"Joel Coen",,"0.0","0.0","Joel Coen",,"joel coen","","0.0","0.0","Fargo","Fargo","Fargo","Fargo","1.0","1.0","Fargo","Fargo","Fargo","Fargo","1.0","1.0"
"WekaMatchingRule","academy_awards_2234","actors_119","0.998967458409235","1","Charly","Charly","Charly","Charly","1.0","1.0","1968-01-01T00:00","1969-01-01T00:00","1968-01-01T00:00","1969-01-01T00:00","0.5","0.5","1968-01-01T00:00","1969-01-01T00:00","1968-01-01T00:00","1969-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Charly","Charly","Charly","Charly","1.0","1.0","Charly","Charly","Charly","Charly","1.0","1.0"
"WekaMatchingRule","academy_awards_3815","actors_43","2.930277591961013E-7",,"The Pride of the Yankees","The Prime of Miss Jean Brodie","The Pride of the Yankees","The Prime of Miss Jean Brodie","0.0","0.0","1942-01-01T00:00","1970-01-01T00:00","1942-01-01T00:00","1970-01-01T00:00","0.0","0.0","1942-01-01T00:00","1970-01-01T00:00","1942-01-01T00:00","1970-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","The Pride of the Yankees","The Prime of Miss Jean Brodie","The Pride of the Yankees","The Prime of Miss Jean Brodie","0.5172413793103448","0.5172413793103448","The Pride of the Yankees","The Prime of Miss Jean Brodie","The Pride of the Yankees","The Prime of Miss Jean Brodie","0.25","0.25"
"WekaMatchingRule","academy_awards_3920","actors_14","0.998967458409235","1","Suspicion","Suspicion","Suspicion","Suspicion","1.0","1.0","1941-01-01T00:00","1942-01-01T00:00","1941-01-01T00:00","1942-01-01T00:00","0.5","0.5","1941-01-01T00:00","1942-01-01T00:00","1941-01-01T00:00","1942-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Suspicion","Suspicion","Suspicion","Suspicion","1.0","1.0","Suspicion","Suspicion","Suspicion","Suspicion","1.0","1.0"
"WekaMatchingRule","academy_awards_4206","actors_46","1.252902610163935E-9",,"Camille","Cabaret","Camille","Cabaret","0.0","0.0","1937-01-01T00:00","1973-01-01T00:00","1937-01-01T00:00","1973-01-01T00:00","0.0","0.0","1937-01-01T00:00","1973-01-01T00:00","1937-01-01T00:00","1973-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Camille","Cabaret","Camille","Cabaret","0.2857142857142857","0.2857142857142857","Camille","Cabaret","Camille","Cabaret","0.0","0.0"
"WekaMatchingRule","academy_awards_4402","actors_82",,"0","A Farewell to Arms","A Free Soul","A Farewell to Arms","A Free Soul","0.0","0.0","1932-01-01T00:00","1932-01-01T00:00","1932-01-01T00:00","1932-01-01T00:00","1.0","1.0","1932-01-01T00:00","1932-01-01T00:00","1932-01-01T00:00","1932-01-01T00:00","1.0","1.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","A Farewell to Arms","A Free Soul","A Farewell to Arms","A Free Soul","0.4444444444444444","0.4444444444444444","A Farewell to Arms","A Free Soul","A Farewell to Arms","A Free Soul","0.16666666666666666","0.16666666666666666"
"WekaMatchingRule","academy_awards_2040","actors_48",,"0","Cabaret","Alice Doesn�t live Here Anymor","Cabaret","Alice Doesn�t live Here Anymor","0.0","0.0","1972-01-01T00:00","1975-01-01T00:00","1972-01-01T00:00","1975-01-01T00:00","0.0","0.0","1972-01-01T00:00","1975-01-01T00:00","1972-01-01T00:00","1975-01-01T00:00","0.7","0.7","Bob Fosse",,"Bob Fosse",,"0.0","0.0","Bob Fosse",,"Bob Fosse",,"0.0","0.0","Bob Fosse",,"bob fosse","","0.0","0.0","Cabaret","Alice Doesn�t live Here Anymor","Cabaret","Alice Doesn�t live Here Anymor","0.09999999999999998","0.09999999999999998","Cabaret","Alice Doesn�t live Here Anymor","Cabaret","Alice Doesn�t live Here Anymor","0.0","0.0"
"WekaMatchingRule","academy_awards_2240","actors_41","0.998967458409235","1","Funny Girl","Funny Girl","Funny Girl","Funny Girl","1.0","1.0","1968-01-01T00:00","1969-01-01T00:00","1968-01-01T00:00","1969-01-01T00:00","0.5","0.5","1968-01-01T00:00","1969-01-01T00:00","1968-01-01T00:00","1969-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Funny Girl","Funny Girl","Funny Girl","Funny Girl","1.0","1.0","Funny Girl","Funny Girl","Funny Girl","Funny Girl","1.0","1.0"
"WekaMatchingRule","academy_awards_3488","actors_19","0.998967458409235",,"To Each His Own","To Each His Own","To Each His Own","To Each His Own","1.0","1.0","1946-01-01T00:00","1947-01-01T00:00","1946-01-01T00:00","1947-01-01T00:00","0.5","0.5","1946-01-01T00:00","1947-01-01T00:00","1946-01-01T00:00","1947-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","To Each His Own","To Each His Own","To Each His Own","To Each His Own","1.0","1.0","To Each His Own","To Each His Own","To Each His Own","To Each His Own","1.0","1.0"
"WekaMatchingRule","academy_awards_3300","actors_48",,"0","All the King's Men","Alice Doesn�t live Here Anymor","All the King's Men","Alice Doesn�t live Here Anymor","0.0","0.0","1949-01-01T00:00","1975-01-01T00:00","1949-01-01T00:00","1975-01-01T00:00","0.0","0.0","1949-01-01T00:00","1975-01-01T00:00","1949-01-01T00:00","1975-01-01T00:00","0.0","0.0","Robert Rossen",,"Robert Rossen",,"0.0","0.0","Robert Rossen",,"Robert Rossen",,"0.0","0.0","Robert Rossen",,"robert rossen","","0.0","0.0","All the King's Men","Alice Doesn�t live Here Anymor","All the King's Men","Alice Doesn�t live Here Anymor","0.2666666666666667","0.2666666666666667","All the King's Men","Alice Doesn�t live Here Anymor","All the King's Men","Alice Doesn�t live Here Anymor","0.0","0.0"
"WekaMatchingRule","academy_awards_3300","actors_47",,"0","All the King's Men","A Touch of Class","All the King's Men","A Touch of Class","0.0","0.0","1949-01-01T00:00","1974-01-01T00:00","1949-01-01T00:00","1974-01-01T00:00","0.0","0.0","1949-01-01T00:00","1974-01-01T00:00","1949-01-01T00:00","1974-01-01T00:00","0.0","0.0","Robert Rossen",,"Robert Rossen",,"0.0","0.0","Robert Rossen",,"Robert Rossen",,"0.0","0.0","Robert Rossen",,"robert rossen","","0.0","0.0","All the King's Men","A Touch of Class","All the King's Men","A Touch of Class","0.16666666666666663","0.16666666666666663","All the King's Men","A Touch of Class","All the King's Men","A Touch of Class","0.0","0.0"
"WekaMatchingRule","academy_awards_2342","actors_61","1.3983787285279205E-10",,"Morgan!","Moonstruck","Morgan!","Moonstruck","0.0","0.0","1966-01-01T00:00","1988-01-01T00:00","1966-01-01T00:00","1988-01-01T00:00","0.0","0.0","1966-01-01T00:00","1988-01-01T00:00","1966-01-01T00:00","1988-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Morgan!","Moonstruck","Morgan!","Moonstruck","0.19999999999999996","0.19999999999999996","Morgan!","Moonstruck","Morgan!","Moonstruck","0.0","0.0"
"WekaMatchingRule","academy_awards_2340","actors_117",,"0","A Man and a Woman","A Man for All Seasons","A Man and a Woman","A Man for All Seasons","0.0","0.0","1966-01-01T00:00","1967-01-01T00:00","1966-01-01T00:00","1967-01-01T00:00","0.5","0.5","1966-01-01T00:00","1967-01-01T00:00","1966-01-01T00:00","1967-01-01T00:00","0.9","0.9","Claude Lelouch",,"Claude Lelouch",,"0.0","0.0","Claude Lelouch",,"Claude Lelouch",,"0.0","0.0","Claude Lelouch",,"claude lelouch","","0.0","0.0","A Man and a Woman","A Man for All Seasons","A Man and a Woman","A Man for All Seasons","0.47619047619047616","0.47619047619047616","A Man and a Woman","A Man for All Seasons","A Man and a Woman","A Man for All Seasons","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","academy_awards_2604","actors_76","1.1462159190287835E-5",,"The Hole","The Hours","The Hole","The Hours","0.0","0.0","1962-01-01T00:00","2003-01-01T00:00","1962-01-01T00:00","2003-01-01T00:00","0.0","0.0","1962-01-01T00:00","2003-01-01T00:00","1962-01-01T00:00","2003-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","The Hole","The Hours","The Hole","The Hours","0.6666666666666667","0.6666666666666667","The Hole","The Hours","The Hole","The Hours","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","academy_awards_723","actors_24",,"0","As Good as It Gets","A Streetcar Named Desire","As Good as It Gets","A Streetcar Named Desire","0.0","0.0","1997-01-01T00:00","1952-01-01T00:00","1997-01-01T00:00","1952-01-01T00:00","0.0","0.0","1997-01-01T00:00","1952-01-01T00:00","1997-01-01T00:00","1952-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","As Good as It Gets","A Streetcar Named Desire","As Good as It Gets","A Streetcar Named Desire","0.25","0.25","As Good as It Gets","A Streetcar Named Desire","As Good as It Gets","A Streetcar Named Desire","0.0","0.0"
"WekaMatchingRule","academy_awards_3713","actors_24",,"0","Watch on the Rhine","A Streetcar Named Desire","Watch on the Rhine","A Streetcar Named Desire","0.0","0.0","1943-01-01T00:00","1952-01-01T00:00","1943-01-01T00:00","1952-01-01T00:00","0.0","0.0","1943-01-01T00:00","1952-01-01T00:00","1943-01-01T00:00","1952-01-01T00:00","0.09999999999999998","0.09999999999999998","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Watch on the Rhine","A Streetcar Named Desire","Watch on the Rhine","A Streetcar Named Desire","0.25","0.25","Watch on the Rhine","A Streetcar Named Desire","Watch on the Rhine","A Streetcar Named Desire","0.0","0.0"
"WekaMatchingRule","academy_awards_2408","actors_31",,"0","A Rage to Live","I Want to Live!","A Rage to Live","I Want to Live!","0.0","0.0","1965-01-01T00:00","1959-01-01T00:00","1965-01-01T00:00","1959-01-01T00:00","0.0","0.0","1965-01-01T00:00","1959-01-01T00:00","1965-01-01T00:00","1959-01-01T00:00","0.4","0.4","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","A Rage to Live","I Want to Live!","A Rage to Live","I Want to Live!","0.6666666666666667","0.6666666666666667","A Rage to Live","I Want to Live!","A Rage to Live","I Want to Live!","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","academy_awards_2092","actors_45","0.998967458409235","1","Klute","Klute","Klute","Klute","1.0","1.0","1971-01-01T00:00","1972-01-01T00:00","1971-01-01T00:00","1972-01-01T00:00","0.5","0.5","1971-01-01T00:00","1972-01-01T00:00","1971-01-01T00:00","1972-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Klute","Klute","Klute","Klute","1.0","1.0","Klute","Klute","Klute","Klute","1.0","1.0"
"WekaMatchingRule","academy_awards_4529","actors_47",,"0","Coquette","A Touch of Class","Coquette","A Touch of Class","0.0","0.0","1928-01-01T00:00","1974-01-01T00:00","1928-01-01T00:00","1974-01-01T00:00","0.0","0.0","1928-01-01T00:00","1974-01-01T00:00","1928-01-01T00:00","1974-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Coquette","A Touch of Class","Coquette","A Touch of Class","0.125","0.125","Coquette","A Touch of Class","Coquette","A Touch of Class","0.0","0.0"
"WekaMatchingRule","academy_awards_1633","actors_24",,"0","Coal Miner's Daughter","A Streetcar Named Desire","Coal Miner's Daughter","A Streetcar Named Desire","0.0","0.0","1980-01-01T00:00","1952-01-01T00:00","1980-01-01T00:00","1952-01-01T00:00","0.0","0.0","1980-01-01T00:00","1952-01-01T00:00","1980-01-01T00:00","1952-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Coal Miner's Daughter","A Streetcar Named Desire","Coal Miner's Daughter","A Streetcar Named Desire","0.16666666666666663","0.16666666666666663","Coal Miner's Daughter","A Streetcar Named Desire","Coal Miner's Daughter","A Streetcar Named Desire","0.0","0.0"
"WekaMatchingRule","academy_awards_4529","actors_48",,"0","Coquette","Alice Doesn�t live Here Anymor","Coquette","Alice Doesn�t live Here Anymor","0.0","0.0","1928-01-01T00:00","1975-01-01T00:00","1928-01-01T00:00","1975-01-01T00:00","0.0","0.0","1928-01-01T00:00","1975-01-01T00:00","1928-01-01T00:00","1975-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Coquette","Alice Doesn�t live Here Anymor","Coquette","Alice Doesn�t live Here Anymor","0.1333333333333333","0.1333333333333333","Coquette","Alice Doesn�t live Here Anymor","Coquette","Alice Doesn�t live Here Anymor","0.0","0.0"
"WekaMatchingRule","academy_awards_1309","actors_121","2.3315280515132507E-8",,"Pathfinder","Patton","Pathfinder","Patton","0.0","0.0","1987-01-01T00:00","1971-01-01T00:00","1987-01-01T00:00","1971-01-01T00:00","0.0","0.0","1987-01-01T00:00","1971-01-01T00:00","1987-01-01T00:00","1971-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Pathfinder","Patton","Pathfinder","Patton","0.4","0.4","Pathfinder","Patton","Pathfinder","Patton","0.0","0.0"
"WekaMatchingRule","academy_awards_1292","actors_106","4.8425205146616964E-8",,"Maurice","Marty","Maurice","Marty","0.0","0.0","1987-01-01T00:00","1956-01-01T00:00","1987-01-01T00:00","1956-01-01T00:00","0.0","0.0","1987-01-01T00:00","1956-01-01T00:00","1987-01-01T00:00","1956-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Maurice","Marty","Maurice","Marty","0.4285714285714286","0.4285714285714286","Maurice","Marty","Maurice","Marty","0.0","0.0"
"WekaMatchingRule","academy_awards_3981","actors_14","0.0042141946122794685",,"Superman","Suspicion","Superman","Suspicion","0.0","0.0","1941-01-01T00:00","1942-01-01T00:00","1941-01-01T00:00","1942-01-01T00:00","0.5","0.5","1941-01-01T00:00","1942-01-01T00:00","1941-01-01T00:00","1942-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Superman","Suspicion","Superman","Suspicion","0.4444444444444444","0.4444444444444444","Superman","Suspicion","Superman","Suspicion","0.0","0.0"
"WekaMatchingRule","academy_awards_2625","actors_122",,"0","Two Women","The French Connection","Two Women","The French Connection","0.0","0.0","1961-01-01T00:00","1972-01-01T00:00","1961-01-01T00:00","1972-01-01T00:00","0.0","0.0","1961-01-01T00:00","1972-01-01T00:00","1961-01-01T00:00","1972-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Two Women","The French Connection","Two Women","The French Connection","0.23809523809523814","0.23809523809523814","Two Women","The French Connection","Two Women","The French Connection","0.0","0.0"
"WekaMatchingRule","academy_awards_2570","actors_35","0.998967458409235","1","The Miracle Worker","The Miracle Worker","The Miracle Worker","The Miracle Worker","1.0","1.0","1962-01-01T00:00","1963-01-01T00:00","1962-01-01T00:00","1963-01-01T00:00","0.5","0.5","1962-01-01T00:00","1963-01-01T00:00","1962-01-01T00:00","1963-01-01T00:00","0.9","0.9","Arthur Penn",,"Arthur Penn",,"0.0","0.0","Arthur Penn",,"Arthur Penn",,"0.0","0.0","Arthur Penn",,"arthur penn","","0.0","0.0","The Miracle Worker","The Miracle Worker","The Miracle Worker","The Miracle Worker","1.0","1.0","The Miracle Worker","The Miracle Worker","The Miracle Worker","The Miracle Worker","1.0","1.0"
